borrower_id,age,monthly_income,employment_type,years_employed,education,credit_score,existing_loans,loan_amount,loan_purpose,loan_tenure_months,dti_ratio,marital_status,dependents,city,previous_default,application_date,is_default
BOR09206,26,84648.5,Salaried,10.5,Post Graduate,733,2,1256857.75,Personal,240,0.63,Divorced,1,Mumbai,0,2025-09-12,0
BOR09207,33,84926.08,Self-Employed,23.1,High School,557,4,1388615.45,Medical,120,0.32,Divorced,0,Jaipur,0,2025-07-03,0
BOR09208,25,39854.77,Government Employee,26.0,High School,596,2,1755663.3,Medical,60,0.31,Married,3,Delhi,1,2025-08-26,0
BOR09209,45,115703.96,Government Employee,18.4,Doctorate,737,4,955247.45,Education,48,0.24,Divorced,1,Ahmedabad,1,2026-02-24,1
BOR09210,60,203517.0,Salaried,0.4,Post Graduate,637,1,612326.2,Vehicle,84,0.59,Single,1,Pune,0,2024-10-07,0
BOR09211,54,34120.82,Government Employee,10.5,Graduate,667,3,927826.8,Vehicle,180,0.73,Married,4,Mumbai,0,2025-05-06,0
BOR09212,36,97653.29,Salaried,5.2,Doctorate,647,0,1841365.77,Home,12,0.67,Married,4,Ahmedabad,0,2025-07-20,1
BOR09213,54,52167.7,Salaried,11.8,Post Graduate,688,4,1326526.98,Business,84,0.67,Divorced,1,Ahmedabad,0,2026-01-29,0
BOR09214,63,49998.5,Self-Employed,4.0,Graduate,621,1,59947.94,Personal,84,0.16,Married,2,Pune,0,2024-08-29,0
BOR09215,23,45768.64,Government Employee,3.1,Post Graduate,663,1,92226.02,Vehicle,48,0.75,Married,1,Mumbai,1,2026-06-08,0
BOR09216,39,48835.74,Salaried,26.4,Doctorate,764,4,1121739.08,Business,48,0.29,Single,0,Bengaluru,1,2026-05-24,0
BOR09217,54,118221.35,Government Employee,10.0,Graduate,604,0,490437.24,Home,60,0.63,Divorced,2,Bengaluru,0,2025-02-06,1
BOR09218,56,40295.83,Self-Employed,4.5,Graduate,605,0,1386382.37,Personal,180,0.6,Married,1,Bengaluru,0,2024-11-19,1
BOR09219,33,53828.09,Self-Employed,25.1,Post Graduate,631,0,996019.13,Personal,24,0.42,Divorced,4,Delhi,0,2025-01-20,0
BOR09220,59,55265.18,Government Employee,12.4,Graduate,779,4,1097533.26,Vehicle,240,0.55,Single,1,Delhi,0,2025-07-05,1
BOR09221,49,15000.0,Government Employee,25.0,Graduate,724,4,1366996.22,Education,84,0.42,Married,2,Bengaluru,0,2025-12-18,0
BOR09222,37,38945.03,Salaried,16.2,Doctorate,721,2,1961456.43,Personal,48,0.56,Married,3,Bengaluru,0,2024-08-22,0
BOR09223,31,31312.27,Business Owner,25.4,High School,787,2,1931976.82,Vehicle,12,0.1,Single,4,Surat,0,2026-03-02,0
BOR09224,46,77392.12,Business Owner,16.9,Doctorate,731,3,650690.55,Vehicle,12,0.28,Married,2,Delhi,0,2026-03-01,0
BOR09225,34,72883.16,Self-Employed,0.1,Doctorate,612,2,1486914.1,Home,12,0.47,Married,0,Mumbai,0,2024-10-08,1
BOR09226,23,35960.92,Government Employee,13.8,High School,747,0,394098.35,Business,84,0.75,Married,4,Jaipur,0,2025-09-30,0
BOR09227,47,33394.13,Business Owner,5.0,Doctorate,810,1,140102.71,Business,24,0.37,Single,1,Bengaluru,0,2025-07-13,0
BOR09228,45,41697.83,Government Employee,3.1,Post Graduate,725,1,443862.16,Vehicle,240,0.13,Divorced,1,Jaipur,1,2025-10-08,0
BOR09229,41,140031.79,Government Employee,14.0,Post Graduate,616,1,1570848.05,Business,36,0.14,Married,2,Pune,0,2025-09-10,0
BOR09230,21,50735.49,Government Employee,10.9,High School,774,2,395845.49,Personal,24,0.58,Divorced,0,Jaipur,0,2025-01-04,0
BOR09231,59,78876.51,Business Owner,27.3,High School,650,4,183061.62,Education,180,0.44,Single,0,Pune,0,2025-08-30,0
BOR09232,33,37859.41,Salaried,22.0,Doctorate,659,4,390889.65,Personal,84,0.75,Single,3,Delhi,1,2026-05-04,0
BOR09233,63,101106.42,Government Employee,14.1,Doctorate,654,1,267449.36,Home,24,0.14,Single,3,Delhi,1,2025-03-10,0
BOR09234,48,50973.33,Self-Employed,4.4,Doctorate,641,3,1442529.15,Medical,36,0.25,Single,1,Pune,1,2024-12-20,0
BOR09235,24,69757.09,Business Owner,1.8,Doctorate,693,2,593838.45,Home,60,0.45,Married,3,Jaipur,0,2025-03-31,0
BOR09236,52,29681.61,Business Owner,29.4,Post Graduate,592,0,564724.21,Home,12,0.61,Married,1,Jaipur,0,2026-03-28,0
BOR09237,54,18046.32,Business Owner,21.1,High School,605,4,376304.28,Medical,84,0.51,Married,2,Mumbai,1,2026-06-21,0
BOR09238,32,72909.4,Self-Employed,11.0,Doctorate,799,3,1913675.25,Business,84,0.64,Single,0,Mumbai,1,2024-10-09,1
BOR09239,43,69063.33,Business Owner,14.0,Doctorate,729,1,533525.51,Education,84,0.74,Divorced,4,Jaipur,0,2025-04-30,0
BOR09240,31,46015.66,Business Owner,22.2,Post Graduate,749,1,1541673.12,Medical,120,0.16,Married,3,Bengaluru,0,2025-09-11,0
BOR09241,31,56564.63,Business Owner,12.5,High School,842,1,1327578.46,Home,84,0.46,Divorced,3,Surat,0,2026-01-17,0
BOR09242,25,46666.29,Government Employee,10.6,Doctorate,800,1,1335244.8,Vehicle,36,0.41,Divorced,3,Mumbai,0,2026-06-24,0
BOR09243,21,75891.28,Self-Employed,18.1,Graduate,746,2,298694.6,Education,60,0.15,Divorced,4,Jaipur,0,2025-02-08,0
BOR09244,39,17930.43,Salaried,8.9,High School,763,2,1783283.92,Personal,36,0.5,Single,1,Bengaluru,1,2025-11-20,1
BOR09245,21,45993.07,Business Owner,22.3,Post Graduate,640,4,1436762.29,Home,240,0.7,Married,0,Jaipur,1,2024-10-27,0
BOR09246,55,23354.47,Salaried,8.5,Graduate,679,2,803762.9,Medical,24,0.43,Married,1,Jaipur,0,2025-06-28,0
BOR09247,60,49850.1,Business Owner,17.3,Doctorate,562,4,596443.99,Home,24,0.34,Single,2,Pune,0,2026-01-17,0
BOR09248,23,23467.22,Salaried,4.8,Doctorate,723,2,479918.74,Business,24,0.33,Divorced,2,Jaipur,1,2024-09-21,0
BOR09249,51,75799.92,Government Employee,11.6,Post Graduate,697,2,235460.14,Home,180,0.58,Married,3,Ahmedabad,0,2025-10-04,0
BOR09250,62,87152.73,Salaried,16.9,Graduate,672,2,1636019.38,Education,36,0.55,Married,4,Jaipur,0,2024-11-17,0
BOR09251,43,47706.57,Government Employee,9.9,High School,597,4,826088.08,Personal,84,0.65,Divorced,2,Pune,0,2025-05-27,1
BOR09252,57,22468.71,Salaried,14.2,High School,846,2,481248.55,Home,240,0.72,Married,1,Delhi,0,2025-09-15,1
BOR09253,49,86305.58,Self-Employed,25.0,Post Graduate,554,2,419617.46,Personal,12,0.52,Married,3,Delhi,0,2024-07-21,0
BOR09254,60,52990.93,Business Owner,0.1,Doctorate,670,4,1613797.89,Personal,12,0.12,Married,4,Delhi,0,2024-10-16,0
BOR09255,37,42744.84,Self-Employed,4.5,High School,643,2,1796983.62,Personal,180,0.22,Divorced,4,Delhi,0,2025-12-07,0
BOR09256,55,59316.01,Self-Employed,5.1,Graduate,753,0,1395985.01,Personal,60,0.56,Divorced,1,Pune,0,2026-05-12,1
BOR09257,46,59945.77,Salaried,23.7,Post Graduate,669,1,1703040.31,Vehicle,24,0.58,Married,3,Delhi,1,2024-08-29,0
BOR09258,56,45314.69,Self-Employed,17.6,Graduate,764,1,1541366.83,Personal,24,0.3,Divorced,3,Surat,0,2025-05-12,0
BOR09259,58,61803.94,Business Owner,0.5,Graduate,686,1,720080.29,Home,180,0.49,Divorced,2,Jaipur,0,2024-08-09,0
BOR09260,30,48148.7,Self-Employed,18.6,Doctorate,711,2,414046.33,Medical,48,0.1,Married,1,Ahmedabad,0,2024-06-30,0
BOR09261,23,38786.43,Government Employee,23.9,Post Graduate,753,1,1856481.62,Personal,84,0.4,Divorced,3,Ahmedabad,1,2026-06-22,0
BOR09262,59,28626.0,Salaried,3.2,Post Graduate,642,1,138308.21,Vehicle,12,0.74,Married,0,Jaipur,0,2025-03-28,0
BOR09263,42,66539.63,Salaried,6.2,Doctorate,578,2,340166.63,Personal,60,0.75,Married,3,Ahmedabad,0,2025-08-05,1
BOR09264,45,22325.74,Government Employee,1.0,Doctorate,685,1,1633281.75,Home,180,0.64,Married,3,Bengaluru,0,2026-05-21,0
BOR09265,49,20989.36,Self-Employed,3.0,Post Graduate,563,0,128988.5,Vehicle,240,0.29,Single,0,Surat,0,2025-03-05,0
BOR09266,32,71560.4,Business Owner,14.4,High School,661,0,1214372.08,Education,24,0.68,Divorced,3,Surat,0,2025-11-28,1
BOR09267,61,93222.41,Self-Employed,26.1,High School,571,1,113037.05,Personal,24,0.27,Married,0,Ahmedabad,0,2025-04-18,0
BOR09268,43,46771.24,Business Owner,23.1,Doctorate,715,1,1614682.44,Education,60,0.4,Divorced,1,Pune,0,2026-02-17,0
BOR09269,22,27302.75,Salaried,23.5,High School,772,2,554170.12,Business,12,0.5,Divorced,4,Ahmedabad,0,2024-12-03,0
BOR09270,24,63280.94,Salaried,21.0,Graduate,535,1,645452.8,Business,12,0.72,Married,3,Delhi,0,2025-08-08,0
BOR09271,22,48104.41,Business Owner,15.6,High School,714,2,385030.0,Medical,36,0.25,Divorced,1,Pune,0,2025-02-19,0
BOR09272,41,36496.5,Self-Employed,25.0,Doctorate,546,3,1919784.07,Vehicle,60,0.71,Divorced,4,Ahmedabad,1,2025-08-21,0
BOR09273,46,56343.91,Salaried,2.7,High School,879,1,1632485.36,Education,36,0.74,Divorced,3,Ahmedabad,0,2024-10-16,0
BOR09274,58,40396.88,Government Employee,16.8,High School,821,4,101814.53,Home,120,0.45,Single,2,Ahmedabad,0,2024-07-31,0
BOR09275,42,33652.94,Business Owner,3.7,High School,699,3,1435893.81,Medical,36,0.48,Divorced,4,Jaipur,0,2025-11-06,0
BOR09276,26,72096.54,Government Employee,24.2,Graduate,679,0,302332.91,Education,48,0.45,Divorced,4,Ahmedabad,0,2024-07-07,0
BOR09277,24,42240.39,Business Owner,16.5,High School,745,2,113682.82,Personal,48,0.12,Single,0,Delhi,0,2024-08-14,0
BOR09278,37,126213.17,Government Employee,2.7,High School,707,0,439831.07,Vehicle,48,0.2,Married,1,Delhi,0,2024-10-14,0
BOR09279,63,37872.1,Government Employee,21.5,Post Graduate,662,0,1607823.94,Vehicle,36,0.41,Married,1,Bengaluru,0,2024-12-14,0
BOR09280,24,172793.73,Salaried,4.1,Post Graduate,692,1,1268289.69,Business,36,0.07,Married,4,Jaipur,0,2024-10-04,0
BOR09281,37,36417.08,Salaried,25.2,Graduate,576,2,1493315.04,Education,240,0.61,Married,2,Delhi,0,2025-11-16,0
BOR09282,44,19673.93,Government Employee,2.0,High School,712,3,1482140.74,Medical,12,0.12,Married,3,Mumbai,0,2026-03-06,0
BOR09283,65,68003.94,Government Employee,24.3,High School,644,2,1508841.77,Business,24,0.25,Single,2,Pune,0,2024-09-18,0
BOR09284,56,48655.24,Government Employee,4.1,Doctorate,574,4,704861.52,Home,12,0.32,Married,2,Delhi,0,2026-05-16,1
BOR09285,25,52389.64,Self-Employed,16.5,High School,723,4,1257605.13,Medical,120,0.23,Single,3,Pune,0,2025-02-04,0
BOR09286,27,37512.06,Government Employee,16.6,High School,832,2,751682.99,Education,36,0.65,Divorced,4,Ahmedabad,0,2026-01-16,0
BOR09287,63,32255.6,Government Employee,14.4,Post Graduate,705,2,1153278.96,Business,84,0.47,Married,0,Ahmedabad,1,2025-10-02,0
BOR09288,23,74918.69,Government Employee,11.9,High School,673,3,1483444.98,Medical,120,0.35,Single,1,Ahmedabad,0,2025-04-04,0
BOR09289,46,44612.15,Salaried,7.2,Doctorate,551,2,1343975.74,Personal,84,0.21,Single,3,Jaipur,0,2026-05-13,0
BOR09290,55,96632.53,Salaried,21.3,Doctorate,664,3,1521520.39,Medical,120,0.74,Divorced,1,Surat,0,2026-06-06,1
BOR09291,26,64130.97,Government Employee,15.1,High School,740,1,703850.28,Personal,120,0.55,Single,3,Mumbai,0,2025-04-25,0
BOR09292,52,35805.28,Business Owner,28.8,Post Graduate,662,4,481086.48,Medical,12,0.27,Single,4,Surat,0,2025-02-05,0
BOR09293,26,95534.35,Business Owner,8.6,High School,579,2,297112.71,Personal,36,0.12,Single,4,Mumbai,0,2025-03-03,0
BOR09294,45,142053.5,Salaried,21.7,Doctorate,612,2,1363070.62,Education,36,0.44,Single,3,Surat,0,2025-11-23,0
BOR09295,26,27180.12,Government Employee,19.0,Post Graduate,691,0,1291619.95,Medical,12,0.69,Divorced,0,Ahmedabad,0,2025-11-06,1
BOR09296,23,147882.62,Salaried,25.0,Graduate,508,3,1254130.97,Vehicle,48,0.11,Single,1,Jaipur,0,2025-09-05,0
BOR09297,45,45683.49,Business Owner,10.2,High School,722,4,1761729.56,Education,12,0.48,Married,4,Pune,0,2026-03-03,0
BOR09298,62,49852.55,Government Employee,6.7,Post Graduate,714,2,1299420.59,Medical,48,0.44,Single,0,Mumbai,0,2026-04-03,0
BOR09299,59,34234.3,Self-Employed,7.0,Post Graduate,626,0,1888805.56,Home,180,0.27,Married,2,Bengaluru,0,2025-11-14,0
BOR09300,29,45514.61,Business Owner,29.3,Graduate,578,1,1810350.03,Medical,36,0.25,Single,0,Jaipur,1,2024-09-02,1
BOR09301,35,47937.66,Self-Employed,27.5,Post Graduate,645,3,1749523.15,Business,48,0.57,Single,4,Pune,0,2026-04-16,0
BOR09302,31,38753.54,Business Owner,15.4,Doctorate,708,0,278685.15,Home,180,0.22,Divorced,3,Jaipur,0,2025-10-14,0
BOR09303,49,19725.55,Salaried,11.6,Graduate,659,0,930221.52,Education,180,0.54,Single,2,Pune,1,2026-06-17,0
BOR09304,22,156166.32,Government Employee,24.6,High School,582,4,1919998.98,Personal,24,0.36,Single,1,Jaipur,1,2025-03-14,0
BOR09305,49,93223.05,Government Employee,7.3,Doctorate,684,2,1183069.14,Medical,36,0.32,Single,2,Delhi,0,2025-03-04,0
BOR09306,47,36261.84,Business Owner,0.1,Post Graduate,561,3,81773.97,Vehicle,240,0.43,Married,4,Jaipur,0,2024-11-08,1
BOR09307,65,52566.85,Government Employee,11.5,Doctorate,810,1,1276302.26,Vehicle,240,0.13,Single,3,Pune,0,2025-02-06,0
BOR09308,40,40351.93,Salaried,19.6,High School,672,4,1057992.25,Business,60,0.26,Divorced,0,Pune,0,2024-12-17,0
BOR09309,30,81241.82,Self-Employed,27.2,Post Graduate,710,2,98195.65,Personal,240,0.7,Married,1,Bengaluru,0,2025-09-23,0
BOR09310,41,22333.93,Self-Employed,11.1,Doctorate,688,1,1282842.46,Vehicle,48,0.68,Married,1,Delhi,0,2025-08-26,0
BOR09311,36,104413.83,Salaried,6.2,Graduate,676,0,1086222.78,Education,120,0.42,Single,4,Delhi,0,2026-02-03,0
BOR09312,49,15000.0,Business Owner,8.6,Post Graduate,714,2,604645.11,Home,36,0.53,Divorced,2,Ahmedabad,0,2025-03-10,0
BOR09313,47,44390.1,Salaried,28.1,High School,515,2,959454.4,Personal,240,0.65,Single,2,Surat,0,2026-05-21,1
BOR09314,41,21171.18,Business Owner,3.2,High School,767,3,146514.93,Vehicle,180,0.42,Divorced,1,Jaipur,0,2026-01-11,0
BOR09315,26,33989.56,Government Employee,13.3,Graduate,598,0,1204798.1,Home,84,0.45,Single,3,Jaipur,1,2025-04-29,0
BOR09316,30,48155.02,Business Owner,21.3,Doctorate,622,3,906099.68,Vehicle,60,0.65,Divorced,0,Pune,0,2024-10-09,0
BOR09317,38,51535.4,Government Employee,26.2,Doctorate,661,4,616052.94,Medical,24,0.33,Divorced,3,Jaipur,0,2026-02-09,0
BOR09318,55,26903.25,Salaried,13.0,Doctorate,633,3,939940.38,Business,180,0.69,Married,4,Surat,1,2025-12-01,1
BOR09319,40,61167.83,Self-Employed,30.0,Doctorate,683,3,521858.84,Personal,48,0.19,Single,2,Ahmedabad,1,2026-06-14,1
BOR09320,59,47052.95,Salaried,2.8,Post Graduate,854,2,1794261.99,Medical,120,0.31,Divorced,3,Ahmedabad,0,2025-05-08,0
BOR09321,22,70651.79,Self-Employed,10.0,Doctorate,756,2,649888.52,Medical,240,0.74,Single,0,Pune,1,2025-12-15,0
BOR09322,64,45117.06,Government Employee,25.5,Post Graduate,699,1,1058836.13,Education,24,0.28,Married,0,Bengaluru,0,2024-07-28,0
BOR09323,62,39515.57,Business Owner,16.5,High School,749,3,1905164.56,Home,24,0.6,Married,1,Ahmedabad,0,2026-01-13,0
BOR09324,36,46388.18,Salaried,12.8,Graduate,700,0,1669424.78,Education,120,0.48,Married,4,Bengaluru,0,2024-07-22,1
BOR09325,29,53119.83,Salaried,10.1,Graduate,678,4,1640986.14,Education,12,0.13,Divorced,0,Delhi,1,2024-10-16,0
BOR09326,45,213009.92,Government Employee,10.7,Graduate,620,3,1566967.19,Vehicle,12,0.33,Divorced,1,Jaipur,0,2024-07-07,0
BOR09327,50,34966.45,Government Employee,23.1,High School,742,1,1034014.72,Vehicle,84,0.1,Divorced,0,Bengaluru,0,2026-06-06,0
BOR09328,47,36403.33,Business Owner,10.5,Graduate,653,4,789762.95,Vehicle,240,0.68,Single,2,Jaipur,0,2025-02-17,0
BOR09329,44,28475.36,Business Owner,20.9,Graduate,724,4,836544.39,Business,180,0.4,Single,1,Jaipur,0,2024-12-28,1
BOR09330,63,63078.08,Salaried,5.9,Graduate,651,2,1685858.77,Personal,12,0.71,Single,1,Delhi,0,2025-11-26,0
BOR09331,48,70081.09,Business Owner,13.2,Doctorate,512,0,1988290.24,Medical,240,0.73,Married,1,Pune,0,2025-08-14,1
BOR09332,40,34426.2,Self-Employed,19.3,Post Graduate,664,0,977235.35,Business,12,0.14,Married,4,Surat,0,2024-09-20,0
BOR09333,23,27278.63,Government Employee,21.3,Graduate,522,2,1031998.19,Business,180,0.39,Divorced,0,Delhi,1,2025-04-05,0
BOR09334,56,42026.35,Business Owner,26.6,Doctorate,742,0,473601.38,Home,240,0.12,Single,4,Bengaluru,1,2025-10-14,0
BOR09335,43,93065.07,Salaried,5.0,Post Graduate,630,1,62179.19,Business,24,0.17,Divorced,3,Pune,1,2026-03-24,0
BOR09336,45,70728.79,Salaried,29.2,Post Graduate,737,2,495990.38,Business,12,0.71,Divorced,2,Jaipur,0,2025-11-02,0
BOR09337,38,90156.66,Government Employee,1.1,High School,648,3,1964095.2,Medical,240,0.16,Divorced,4,Surat,0,2024-07-06,0
BOR09338,50,19945.32,Government Employee,13.7,Graduate,686,3,1476333.99,Personal,180,0.16,Single,3,Delhi,1,2024-12-08,1
BOR09339,64,29528.26,Self-Employed,15.3,Graduate,614,3,326525.22,Personal,12,0.62,Married,4,Bengaluru,1,2025-07-15,0
BOR09340,31,42166.88,Salaried,20.2,High School,649,1,1307435.69,Education,60,0.58,Divorced,1,Bengaluru,1,2024-09-17,1
BOR09341,42,52616.22,Government Employee,24.2,Graduate,743,0,1075832.05,Education,180,0.55,Married,0,Mumbai,0,2026-04-02,0
BOR09342,23,40787.55,Business Owner,27.4,Post Graduate,715,1,79564.42,Home,48,0.71,Single,2,Delhi,0,2024-12-08,0
BOR09343,36,49385.3,Salaried,28.7,Post Graduate,764,1,1320826.46,Vehicle,120,0.19,Married,2,Jaipur,0,2024-08-02,0
BOR09344,33,44609.59,Government Employee,27.3,Doctorate,672,0,169765.86,Home,84,0.53,Married,0,Pune,0,2026-05-04,0
BOR09345,26,40651.86,Self-Employed,13.6,Post Graduate,665,1,1578831.59,Home,36,0.37,Divorced,2,Bengaluru,0,2026-01-17,0
BOR09346,65,33132.04,Self-Employed,18.7,Doctorate,600,3,1825986.6,Home,120,0.51,Married,0,Mumbai,0,2024-10-28,0
BOR09347,56,72249.65,Government Employee,18.3,Post Graduate,582,1,475264.49,Education,60,0.72,Divorced,4,Pune,0,2025-06-29,0
BOR09348,59,41791.2,Government Employee,7.9,Post Graduate,771,0,625695.17,Education,120,0.58,Single,0,Ahmedabad,0,2025-04-25,0
BOR09349,50,41095.32,Government Employee,16.0,High School,754,4,1573845.04,Medical,48,0.2,Single,0,Bengaluru,0,2025-04-10,0
BOR09350,55,36478.46,Business Owner,9.6,Doctorate,585,3,501936.38,Medical,240,0.69,Divorced,4,Ahmedabad,0,2025-12-27,0
BOR09351,55,22083.52,Business Owner,1.6,Post Graduate,798,3,506384.9,Business,60,0.71,Married,1,Ahmedabad,0,2025-05-20,0
BOR09352,47,27765.91,Self-Employed,20.7,Post Graduate,747,1,324668.74,Personal,60,0.1,Divorced,3,Surat,0,2025-10-12,0
BOR09353,25,29733.41,Self-Employed,5.3,High School,798,2,1019440.25,Education,60,0.15,Single,2,Jaipur,0,2024-08-02,0
BOR09354,62,147766.91,Self-Employed,10.2,Post Graduate,528,4,1091628.47,Personal,48,0.16,Divorced,3,Jaipur,0,2025-01-15,0
BOR09355,28,28498.93,Self-Employed,21.6,Doctorate,749,3,1180847.43,Education,12,0.22,Single,2,Bengaluru,0,2025-05-20,0
BOR09356,58,63355.78,Business Owner,16.2,Doctorate,749,3,351066.08,Education,60,0.55,Single,4,Pune,0,2024-10-04,0
BOR09357,54,36795.18,Self-Employed,4.1,Graduate,858,1,122976.48,Home,60,0.73,Divorced,0,Ahmedabad,0,2025-10-05,0
BOR09358,55,52001.34,Government Employee,13.0,Post Graduate,570,1,1638887.96,Vehicle,120,0.65,Married,4,Surat,1,2025-06-17,0
BOR09359,22,43192.66,Government Employee,15.7,Doctorate,571,4,1709535.05,Home,48,0.68,Divorced,4,Pune,0,2025-08-28,0
BOR09360,47,108604.78,Self-Employed,6.4,Doctorate,620,4,303072.15,Vehicle,24,0.18,Single,3,Mumbai,0,2025-09-16,0
BOR09361,38,62707.84,Self-Employed,23.0,Post Graduate,637,1,251831.39,Vehicle,12,0.35,Single,2,Jaipur,0,2025-12-16,0
BOR09362,22,36037.18,Salaried,9.5,Graduate,508,1,942365.83,Medical,12,0.46,Divorced,0,Jaipur,0,2025-07-16,0
BOR09363,39,66110.79,Salaried,18.7,Post Graduate,796,0,415986.98,Personal,240,0.21,Married,1,Surat,0,2025-05-14,0
BOR09364,35,31008.49,Business Owner,11.1,Graduate,540,0,469211.51,Education,120,0.6,Single,4,Surat,0,2025-02-19,0
BOR09365,42,73251.79,Business Owner,1.8,Doctorate,531,0,1053676.5,Vehicle,24,0.28,Divorced,1,Pune,0,2025-03-26,0
BOR09366,59,90198.35,Self-Employed,25.8,Doctorate,598,4,1248934.61,Medical,240,0.19,Married,0,Mumbai,0,2025-06-28,0
BOR09367,37,28236.02,Government Employee,5.0,Post Graduate,702,0,1644132.05,Home,120,0.55,Divorced,3,Delhi,0,2026-06-23,0
BOR09368,33,29171.0,Self-Employed,0.9,Doctorate,616,2,1702161.32,Medical,48,0.25,Married,3,Delhi,0,2025-05-23,0
BOR09369,32,58512.22,Government Employee,8.1,Graduate,461,1,258670.1,Vehicle,120,0.1,Single,1,Pune,0,2024-08-02,0
BOR09370,60,111436.44,Salaried,25.4,High School,683,1,1351338.76,Education,180,0.46,Single,2,Mumbai,0,2025-08-18,0
BOR09371,35,25681.26,Business Owner,23.7,Doctorate,588,1,1885211.83,Business,180,0.39,Single,2,Surat,1,2024-10-19,0
BOR09372,54,80484.76,Business Owner,24.7,High School,734,3,452321.98,Home,120,0.61,Single,4,Mumbai,0,2026-06-25,0
BOR09373,32,98065.44,Self-Employed,29.1,Doctorate,618,2,1791907.52,Medical,180,0.39,Married,0,Surat,1,2026-06-24,0
BOR09374,48,56856.85,Business Owner,6.7,Doctorate,718,1,1724102.51,Vehicle,60,0.47,Divorced,0,Bengaluru,1,2025-06-20,0
BOR09375,40,69399.42,Salaried,23.8,Post Graduate,781,1,1138579.39,Personal,12,0.16,Married,4,Surat,0,2025-04-09,0
BOR09376,23,34247.47,Salaried,10.8,Doctorate,669,2,1418143.12,Medical,120,0.1,Divorced,0,Delhi,0,2025-10-01,0
BOR09377,31,36131.67,Business Owner,4.6,Doctorate,675,2,624440.48,Business,36,0.54,Married,0,Jaipur,0,2024-12-31,0
BOR09378,30,69509.34,Business Owner,29.8,High School,531,3,658321.65,Personal,24,0.69,Divorced,2,Delhi,0,2026-01-11,0
BOR09379,51,85364.52,Salaried,24.2,Doctorate,577,1,799583.44,Personal,240,0.42,Single,3,Jaipur,0,2024-09-02,0
BOR09380,52,42037.39,Salaried,26.8,Graduate,791,4,503137.72,Personal,120,0.16,Divorced,3,Delhi,0,2025-08-30,0
BOR09381,43,57757.29,Government Employee,11.5,Post Graduate,710,0,1308124.75,Medical,12,0.72,Single,0,Pune,0,2025-01-14,0
BOR09382,54,27165.06,Self-Employed,1.8,Graduate,586,1,1164061.49,Personal,240,0.61,Married,0,Mumbai,0,2026-06-03,0
BOR09383,31,78482.28,Business Owner,16.4,Doctorate,626,4,1467203.27,Education,12,0.45,Single,3,Mumbai,0,2025-12-03,1
BOR09384,64,38274.69,Salaried,17.2,Graduate,766,3,157823.71,Home,180,0.68,Divorced,4,Ahmedabad,0,2024-09-22,0
BOR09385,24,28999.77,Salaried,17.0,Post Graduate,704,1,585949.44,Vehicle,24,0.34,Married,0,Pune,0,2026-05-03,0
BOR09386,51,50083.84,Business Owner,9.2,Post Graduate,679,4,1745924.95,Home,240,0.3,Divorced,2,Bengaluru,1,2025-08-09,1
BOR09387,26,37827.14,Business Owner,0.5,Doctorate,627,2,1457248.57,Medical,240,0.23,Single,1,Pune,0,2026-03-01,0
BOR09388,31,28590.16,Salaried,12.7,Post Graduate,723,0,1362995.43,Business,24,0.49,Single,1,Mumbai,0,2024-08-21,0
BOR09389,34,35098.91,Government Employee,5.5,Post Graduate,767,1,683341.27,Education,48,0.34,Divorced,4,Mumbai,0,2025-09-21,0
BOR09390,31,43814.6,Salaried,21.9,Graduate,584,3,1877626.22,Business,24,0.71,Married,2,Mumbai,0,2025-01-13,0
BOR09391,51,43525.1,Business Owner,22.2,Post Graduate,643,0,1577246.51,Business,60,0.25,Married,4,Delhi,0,2025-08-12,0
BOR09392,53,81190.35,Salaried,15.7,Post Graduate,646,4,265793.95,Personal,24,0.27,Divorced,4,Mumbai,1,2025-01-19,0
BOR09393,47,42697.46,Government Employee,7.0,Graduate,807,3,1758952.89,Medical,120,0.17,Single,4,Delhi,0,2025-04-20,1
BOR09394,30,63204.68,Salaried,2.2,Doctorate,829,1,989257.29,Vehicle,84,0.06,Single,1,Surat,1,2025-05-22,0
BOR09395,49,91998.04,Business Owner,16.1,Post Graduate,600,1,455925.03,Home,60,0.3,Single,0,Delhi,1,2024-08-07,1
BOR09396,55,80416.56,Self-Employed,12.4,Graduate,817,0,337551.69,Business,120,0.48,Divorced,2,Mumbai,1,2025-03-14,1
BOR09397,31,105493.71,Salaried,8.7,High School,768,1,432630.99,Education,180,0.36,Single,0,Surat,1,2025-11-28,0
BOR09398,47,79519.81,Self-Employed,16.3,Graduate,652,3,1114757.29,Education,36,0.19,Single,0,Ahmedabad,0,2024-07-23,0
BOR09399,36,32251.15,Salaried,29.2,Graduate,648,4,138839.98,Vehicle,180,0.71,Married,4,Jaipur,0,2026-06-01,1
BOR09400,30,21324.36,Government Employee,19.5,High School,800,3,1020464.82,Education,60,0.71,Divorced,2,Jaipur,0,2025-10-04,1
BOR09401,44,42546.53,Government Employee,15.1,High School,796,3,79754.03,Medical,120,0.65,Single,3,Jaipur,0,2026-06-28,0
BOR09402,45,26482.79,Government Employee,1.6,High School,777,0,1671788.89,Vehicle,120,0.74,Single,2,Surat,0,2025-07-06,1
BOR09403,48,38275.29,Business Owner,8.0,Doctorate,564,3,1144064.56,Business,180,0.26,Single,2,Mumbai,0,2025-07-26,0
